Age,Gender,Weight (kg),protein_per_kg
20.96,Female,80.52,0.7965722801788376
18.81,Male,95.79,1.2393778056164526
34.0,Female,109.95,0.8582082764893133
54.3,Male,86.42,1.3635732469335802
18.26,Male,83.36,0.949496161228407
29.72,Female,100.74,0.7702005161802661
24.23,Male,87.1,1.3766934557979336
56.94,Male,95.92,0.8558173477898249
54.1,Female,85.33,1.2205554904488458
22.96,Female,88.13,0.9142176330420968
22.79,Female,81.37,1.0695588054565563
59.19,Female,85.78,0.994171135462812
18.48,Female,115.09,0.8141454513858719
25.23,Female,124.12,0.7412181759587496
34.13,Female,87.78,1.1206425153793576
21.14,Male,87.02,0.9037002987818892
43.88,Male,98.5,0.9476142131979696
33.99,Male,110.94,0.8422570758968811
28.83,Male,80.93,1.1942419374768318
44.21,Female,82.59,1.821406949993946
36.17,Female,112.57,0.7035622279470553
52.05,Female,86.04,1.1745699674569967
26.87,Female,88.98,0.9230164081816138
57.07,Female,111.7,0.6085944494180842
42.87,Female,96.34,1.043699397965539
58.77,Male,88.23,1.3137254901960784
49.42,Female,84.66,1.0835105126387905
20.92,Male,101.06,0.6790025727290718
45.13,Female,92.13,1.0564419841528276
34.2,Male,115.15,0.8092053842813721
56.22,Female,89.3,0.8812989921612543
59.37,Male,86.18,1.0026688326757949
58.89,Male,126.88,0.7492906683480454
49.02,Male,88.5,0.8181920903954802
40.18,Female,80.11,1.171139682935963
39.08,Female,93.43,0.8673873488172964
44.09,Female,124.76,0.8197338890670086
43.17,Female,102.43,0.9056916918871424
36.9,Female,88.94,0.9725657746795592
36.04,Female,111.68,0.7112285100286533
30.83,Female,86.22,1.3025980051032244
55.13,Female,84.8,1.1976415094339623
49.18,Female,105.52,0.9657884761182716
44.05,Male,94.06,1.2517541994471613
19.19,Male,94.69,1.2590558665117753
34.04,Male,115.33,0.8075955952484176
42.97,Male,128.46,1.285380663241476
56.84,Male,96.5,1.3637305699481863
30.08,Male,89.71,1.124512317467395
43.06,Male,107.56,0.9644849386388992
34.87,Female,102.39,0.9506787772243384
27.11,Female,106.03,0.8308026030368764
56.1,Male,124.72,0.9565426555484284
18.32,Female,93.04,1.2106620808254511
43.15,Female,93.14,1.1179944170066567
57.11,Male,81.66,1.1283370071026206
27.12,Female,88.27,1.3402061855670104
38.93,Male,102.36,1.1036537710042986
48.18,Female,84.19,1.09241002494358
56.07,Male,129.15,0.9130468447541618
55.61,Male,82.57,1.1984982439142546
30.06,Female,90.61,1.2351837545524778
56.08,Female,118.54,0.701788425847815
44.92,Female,85.85,1.1895165987186955
52.08,Female,82.64,1.0690948693126814
59.08,Female,89.0,1.1051685393258426
30.37,Male,91.06,1.2364375137272128
29.41,Male,120.78,0.827786057294254
30.99,Male,86.55,1.2943963027151937
27.88,Male,80.14,1.0521587222360869
31.63,Female,86.03,0.9250261536673252
38.78,Male,105.28,0.695098784194529
55.2,Female,91.67,0.9964001309043308
41.32,Male,120.4,0.66578073089701
21.01,Female,100.62,0.6723315444245677
55.99,Female,129.01,0.5391054956980079
20.2,Male,91.36,1.1836690017513134
54.92,Female,128.42,0.6905466438249495
43.15,Female,82.69,1.3435723787640586
38.63,Male,107.05,0.8026156001868286
36.61,Male,124.63,0.6987884137045656
31.97,Female,85.78,0.9143156913033342
47.36,Female,127.35,0.5987436199450334
24.73,Male,123.42,0.7433155080213903
53.41,Male,114.78,0.9233315908694896
44.35,Female,89.07,1.4450432244302236
19.69,Female,117.8,0.7368421052631579
26.34,Female,86.57,1.456971237149128
39.07,Female,93.1,0.8662728249194416
30.45,Male,107.69,1.107902312192404
35.67,Female,84.86,0.9443789771388168
46.04,Male,83.82,1.1602242901455502
34.2,Female,110.69,0.8488571686692564
41.09,Female,121.3,0.6603462489694971
32.05,Male,96.63,1.1406395529338715
31.67,Female,126.45,0.9704230921312772
34.53,Male,96.16,1.0999376039933444
55.11,Female,127.7,0.6867658574784652
20.13,Male,82.88,0.9756274131274132
46.26,Male,103.57,0.6301052428309357
21.66,Female,117.18,0.8420378904249871
59.0,Male,86.34,0.9901552003706277
56.1,Female,108.07,1.1018784121402796
33.84,Male,115.89,0.802743981361636
38.05,Male,88.73,1.9377887974754875
26.44,Male,102.3,0.6328445747800586
49.18,Female,88.19,0.8186869259553238
48.68,Male,82.78,0.943585407103165
46.4,Male,84.77,1.1551256340686564
29.02,Male,87.86,1.2859094013202823
45.99,Female,94.38,0.8394787031150668
42.95,Female,93.41,1.1179745209292369
26.05,Female,86.71,1.1683773497866452
36.71,Female,88.32,1.1995018115942029
57.13,Female,82.17,1.116952659121334
22.02,Male,106.96,1.0862004487658938
20.43,Female,92.6,1.1620950323974082
18.95,Female,95.01,1.2493421745079465
30.32,Female,121.41,0.7916975537435138
34.84,Male,102.09,1.0015672445881083
45.47,Female,92.73,1.0601747007440958
29.2,Male,88.16,1.291855716878403
40.91,Female,120.66,0.6582960384551634
43.97,Male,82.22,1.8220627584529312
41.05,Male,94.48,1.515029635901778
54.21,Female,86.52,1.2549699491447064
52.73,Male,94.27,0.6903574838230614
37.15,Male,124.56,0.7065671162491972
52.16,Female,116.37,0.8106900403884163
59.25,Female,86.13,1.0123069778242193
47.2,Female,127.07,0.5919571889509719
54.5,Male,83.48,2.209990416866315
30.45,Male,85.4,1.322599531615925
42.91,Female,110.39,1.0206540447504302
28.63,Male,84.63,0.782819331206428
43.03,Female,95.57,0.8670084754630114
22.13,Female,102.6,0.8961988304093568
33.02,Male,113.37,0.8566640204639675
43.94,Female,94.26,1.25419053681307
20.93,Male,109.7,0.760619872379216
22.82,Female,108.29,0.7176101209714654
28.88,Female,87.63,1.2897409562935067
50.96,Male,115.08,0.9568126520681264
55.68,Male,88.48,1.0064421338155514
29.09,Female,81.46,1.6766511171126937
40.31,Male,81.11,1.1987424485266922
28.78,Female,87.76,1.298655423883318
45.16,Male,80.78,1.1250309482545184
55.91,Male,129.66,0.5359401511645843
54.74,Female,80.09,1.5075540017480331
32.17,Male,87.59,0.9932640712410092
44.76,Female,88.37,0.7819395722530269
47.26,Male,85.77,1.1582138276786755
48.07,Male,80.65,0.8991940483570985
25.99,Male,126.46,0.9250355843745058
28.49,Male,121.01,0.8260474340963556
37.38,Male,124.74,0.7044252044252045
19.81,Female,83.07,1.1158059467918624
38.19,Female,83.7,1.1670250896057348
43.02,Male,102.49,0.9109181383549616
38.64,Female,81.49,1.1991655417842682
47.27,Female,126.81,0.5945903319927451
58.03,Male,103.62,0.8597761049990349
26.28,Male,110.45,0.6496152105024898
42.32,Male,88.31,1.0275167025251952
43.04,Male,109.92,1.0302947598253276
58.85,Male,89.31,0.8495129324823648
28.22,Male,109.08,0.8143564356435643
31.76,Female,106.04,0.8219539796303281
21.91,Male,107.28,1.0852908277404922
27.15,Female,89.26,0.9172081559489133
41.95,Female,88.66,1.02086623054365
37.34,Female,87.61,0.9753452802191532
40.98,Female,94.77,1.50701698849847
56.81,Male,96.35,0.8559418785677219
47.2,Male,87.5,1.0498285714285711
20.22,Female,110.35,0.8019936565473493
28.98,Female,126.41,0.6035914880151887
55.92,Female,85.31,1.2345563239948425
26.21,Male,86.68,1.4435856022150435
53.94,Female,116.97,1.052919552021886
57.2,Female,81.96,1.1150561249389948
56.22,Female,89.62,0.8717920107118946
35.25,Female,97.45,1.0773730118009237
20.01,Female,83.86,1.1031481039828286
31.87,Female,90.25,1.495512465373961
38.96,Male,81.61,1.1856390148266145
47.18,Female,84.83,1.1721089237298126
48.65,Female,82.31,0.9463005710120276
46.18,Female,103.7,0.6384763741562198
43.46,Male,102.31,0.909393021210048
20.03,Male,118.57,0.7307919372522561
45.21,Male,81.81,1.499694413885833
50.02,Female,102.06,1.228297080148932
52.75,Female,84.09,1.1996670234272802
35.22,Male,101.91,1.0004906289863604
49.18,Male,82.07,0.9500426465212624
39.26,Female,93.89,0.8652678666524656
54.1,Female,117.54,0.8598774885145481
27.34,Female,88.25,1.33971671388102
47.16,Male,89.85,1.3831942125765164
53.08,Male,125.16,0.5655161393416427
44.89,Female,113.6,0.7425176056338028
40.9,Male,82.26,1.5386579139314367
22.04,Male,88.44,1.8003165988240617
24.76,Female,123.78,0.7416383906931653
59.34,Female,87.87,1.3316262660748834
26.8,Female,87.99,1.8478236163200368
48.07,Female,114.82,0.971781919526215
24.75,Female,88.1,1.2844494892167992
19.37,Male,82.45,0.8697392359005457
43.17,Male,82.84,0.753138580395944
22.21,Male,109.71,1.18576246467961
18.0,Male,113.84,0.8292340126493324
23.27,Female,114.11,0.9428621505564806
51.8,Female,85.94,1.183151035606237
24.14,Female,88.25,0.7859490084985835
58.93,Male,122.14,0.576715244801048
27.28,Female,104.03,1.171200615207152
43.03,Female,83.14,1.3425547269665623
35.87,Female,122.01,0.680599950823703
36.55,Male,104.1,1.093083573487032
22.3,Male,107.07,0.7695899878584105
55.63,Male,118.16,0.7063303994583615
58.07,Male,109.33,1.4665691027165464
51.96,Female,105.12,1.025875190258752
35.67,Female,121.76,0.6760019710906702
34.65,Male,101.53,1.0115236875800255
44.87,Female,113.9,0.7410886742756804
46.78,Female,86.62,1.0693835141999537
23.09,Female,107.57,1.132007065166868
26.99,Female,102.92,0.6242712786630392
39.81,Male,106.66,0.91946371648228
49.95,Male,96.36,1.2553964300539644
27.16,Male,102.82,0.6274071192375025
42.83,Male,110.13,1.0287841641696178
46.98,Female,88.59,1.409527034654024
18.17,Male,83.0,0.94855421686747
45.75,Male,109.11,0.9459261295939876
43.06,Male,108.74,0.9601802464594446
29.81,Female,113.51,0.8112060611399876
18.1,Female,82.48,1.3018913676042676
35.99,Female,90.92,1.0570831500219973
38.84,Male,85.77,0.8768800279818117
43.32,Female,102.24,0.9082550860719876
20.68,Male,94.57,1.0861795495400233
39.34,Female,127.17,0.8034913894786506
41.38,Male,82.13,1.1391696091562158
29.18,Female,80.82,1.1978470675575354
48.2,Female,87.6,1.5918949771689497
44.03,Female,94.64,1.2552831783601015
45.46,Female,80.42,1.1334245212633671
29.98,Male,84.7,1.3340023612750884
53.6,Female,116.77,1.0564357283548858
37.56,Female,83.35,1.1833233353329335
43.06,Female,80.61,1.572757722366952
33.02,Male,102.81,1.1206108355218365
21.54,Male,117.19,0.8432460107517706
42.85,Female,82.67,0.750574573605903
59.55,Female,89.63,1.1015285060805535
27.28,Male,102.88,0.6284020217729395
22.96,Male,80.97,1.0671853773002349
22.56,Female,117.11,0.8431389292118521
56.27,Female,85.29,1.2357837964591394
32.84,Male,106.41,0.6989004792782634
43.57,Female,96.15,1.0506500260010398
58.01,Female,82.58,1.2372245095664811
37.86,Female,86.55,0.980473714615829
39.93,Female,88.32,0.6863677536231885
18.4,Male,88.1,0.9425652667423384
33.78,Female,91.8,0.7257080610021788
35.17,Male,102.89,0.9335212362717464
52.19,Female,84.66,1.590597684857075
25.14,Male,105.38,0.7493831846650219
49.91,Female,101.27,1.23254665745038
42.12,Male,84.91,1.324225650688965
22.91,Male,80.42,1.0696344192986815
33.68,Female,115.3,0.8021682567215959
32.08,Male,83.92,0.8825071496663489
57.74,Male,90.75,1.38931129476584
29.02,Male,86.84,0.7638185168125288
32.03,Male,86.91,1.000460246231734
36.02,Female,87.95,0.9854462762933484
36.18,Female,121.63,0.6825618679602071
39.29,Male,93.19,0.8717673570125549
20.1,Male,128.75,0.561864077669903
43.2,Female,80.52,1.5799801291604572
53.51,Female,114.15,1.0931230836618484
56.27,Male,94.55,0.8608143839238499
43.74,Female,97.35,0.9661016949152542
42.57,Female,93.02,1.1171791012685444
27.0,Male,88.81,1.3299178020493188
18.0,Male,114.66,0.8200767486481773
49.76,Male,87.78,1.742652084757348
43.12,Male,81.34,1.5603639045979838
59.33,Female,126.62,0.7552519349233928
28.79,Male,89.0,1.7346067415730335
55.9,Male,88.98,0.8759271746459878
51.85,Male,105.03,1.10606493382843
33.86,Male,115.48,0.8021302390024246
18.11,Male,83.08,0.9443909484833894
40.98,Female,93.56,1.1541256947413423
35.27,Female,85.44,0.7652153558052434
27.84,Female,86.28,1.0078813166434863
21.13,Male,100.9,0.7115956392467789
36.75,Male,103.41,1.1028914031524997
40.2,Male,88.61,0.6896512808938043
27.93,Male,102.09,0.8396512880791458
42.29,Female,86.79,1.6736951261666089
47.41,Male,86.74,1.0711321189762508
34.05,Female,91.91,0.7337612882167338
34.03,Male,115.03,0.8091802138572546
51.74,Male,85.03,1.2875455721510056
39.93,Male,87.59,0.6832971800433839
35.83,Female,85.0,1.1507058823529412
32.51,Male,84.37,0.8837264430484769
56.93,Female,80.86,1.1245362354687114
28.63,Male,86.35,0.895078170237406
51.1,Female,87.5,1.284457142857143
18.61,Female,85.93,1.4621203305015709
43.75,Male,124.48,0.8101703084832904
44.24,Male,102.12,1.010379945162554
57.39,Female,95.89,1.3646887058087394
43.83,Female,89.49,1.4438484746899096
45.87,Male,85.18,1.148978633482038
34.92,Male,126.74,0.9400347167429384
55.55,Female,125.39,0.9519100406731
27.28,Male,80.72,0.9857532210109018
55.01,Male,128.13,0.6910949816592523
38.09,Male,80.74,1.016596482536537
19.76,Female,91.81,1.175688922775297
37.6,Female,87.52,1.207038391224863
24.96,Female,120.46,0.7352648181969118
22.43,Female,107.59,1.0882981689748117
49.27,Male,105.91,0.956378056840714
35.99,Male,109.82,0.777818248042251
53.11,Male,115.81,0.9103704343320956
21.87,Female,117.75,0.8349893842887472
35.82,Male,122.14,0.6775831013590962
52.45,Female,105.37,1.0191705418999717
52.74,Female,84.25,1.1895548961424331
28.04,Male,87.31,1.2595349902645745
24.8,Male,104.8,0.7544847328244274
20.24,Female,92.23,1.1597094220969315
22.92,Female,82.68,1.0677310111272376
44.0,Female,102.56,1.0076053042121684
43.8,Male,86.24,1.4204545454545456
54.74,Female,86.32,1.18952734012975
26.88,Male,108.31,0.911180869725787
36.17,Male,87.69,0.9857452389097958
34.09,Male,111.28,1.012491013659238
30.17,Male,108.11,1.102765701600222
23.07,Male,82.95,0.8552139843279083
21.0,Male,80.95,0.7927115503397159
56.16,Female,88.37,0.876994455131832
22.97,Male,121.6,0.9168585526315788
55.62,Female,88.76,0.8801261829652997
42.8,Female,108.71,0.9569496826418912
55.82,Male,82.86,1.1938209027274922
21.15,Female,110.31,0.7494334149215847
44.55,Male,89.45,1.2659586361095585
53.81,Male,117.21,0.8611040013650714
45.61,Female,108.38,0.9560804576490128
22.97,Male,106.95,0.5741000467508182
35.54,Female,103.38,0.9378022828400078
32.37,Female,86.26,0.91374913053559
49.34,Female,85.28,1.0784474671669793
47.0,Female,80.56,1.2641509433962264
39.01,Male,93.87,0.8640673271545755
22.33,Male,98.44,1.0516050386021942
35.62,Male,100.86,0.6964108665476898
20.83,Male,111.3,0.7499550763701707
20.95,Male,125.74,1.3782408143788771
47.07,Female,87.21,1.0628368306386882
19.89,Male,127.99,0.6371591530588328
36.29,Female,112.38,0.7033279943050366
35.76,Female,110.83,1.107281421997654
39.64,Female,93.91,1.089340858268555
56.81,Male,127.33,0.9239770674624992
35.63,Male,124.05,0.9787988714228134
33.88,Male,87.74,1.127991793936631
41.14,Female,101.12,1.1259889240506329
28.98,Female,125.22,0.6101261779268488
29.32,Female,107.02,0.988039618762848
52.87,Female,114.92,0.9204664114166377
43.91,Male,124.51,0.8110191952453618
26.72,Male,108.84,0.9053656743844176
54.52,Female,85.52,1.1874415341440598
59.01,Male,96.31,1.1477520506697123
37.72,Female,90.49,0.997126754337496
20.94,Female,96.23,0.8155460874987011
53.01,Male,94.9,0.6851422550052686
56.24,Female,109.1,0.975435380384968
22.15,Female,86.26,1.1567354509622072
54.32,Male,117.19,0.8492192166567113
44.89,Female,84.04,1.2163255592574964
35.44,Male,121.73,0.6868479421670911
57.14,Male,126.29,0.9379998416343336
41.85,Male,86.92,1.672227335480902
23.1,Female,81.24,0.945100935499754
41.7,Female,86.99,1.6741004713185423
58.12,Male,103.4,0.8606382978723404
55.86,Male,109.73,0.9709286430328988
19.28,Male,88.78,1.1388826312232485
21.21,Male,111.39,0.7472843163659215
40.89,Female,94.29,1.5047194824477674
53.74,Female,116.29,1.0579585518961216
42.25,Female,88.19,1.0260800544279396
44.95,Male,89.51,1.2749413473354931
44.97,Male,93.32,1.044363480497214
22.83,Male,121.89,0.9100008204118468
35.32,Female,102.85,0.9434127369956248
18.68,Male,127.28,0.7350722815839095
54.54,Female,87.52,0.806672760511883
52.11,Male,104.79,1.0250023857238286
56.27,Male,109.27,0.959458222750984
35.19,Male,86.22,0.7599164926931106
36.08,Male,84.62,1.1693453084377214
49.52,Male,96.61,1.246040782527689
18.0,Male,92.22,1.2253307308609849
24.69,Female,112.66,0.7610509497603408
56.08,Female,128.54,0.5469892640423215
33.82,Female,112.1,1.008206958073149
41.84,Male,86.48,1.2991443108233116
18.13,Male,92.15,1.2273467173087356
46.88,Female,81.86,1.1342536037136577
22.63,Female,107.0,0.5753271028037383
45.01,Female,89.77,1.267684081541718
38.94,Male,85.29,0.8933051940438503
18.02,Male,83.65,0.9439330543933052
44.85,Female,81.06,1.5090056748087834
32.46,Female,113.39,0.8530734632683659
52.57,Female,125.3,0.5676775738228252
36.65,Male,88.82,0.978721008781806
38.12,Female,86.24,0.9756493506493508
40.24,Male,88.21,0.6840494275025508
32.33,Female,87.6,0.9920091324200916
18.0,Female,126.09,0.9395669759695456
22.02,Male,107.18,1.086116812838216
42.67,Female,109.73,1.0192290166772988
32.14,Male,86.22,0.921943864532591
51.86,Male,85.05,1.2961787184009406
19.86,Female,124.11,0.9079848521472886
41.14,Female,121.33,0.6603478117530702
43.84,Male,95.1,1.2468980021030496
49.89,Male,89.71,1.149593133429941
43.96,Female,89.85,1.4323873121869783
30.01,Male,100.47,0.7624166417836169
31.96,Male,88.25,0.990028328611898
24.24,Male,88.21,0.7841514567509353
20.92,Female,96.36,0.8012660855126608
45.27,Female,93.48,1.040329482242191
59.35,Male,85.48,1.0049134300421152
44.64,Female,85.69,1.2002567394094994
42.72,Female,82.68,0.7623367198838896
22.99,Female,107.45,1.1334574220567706
23.09,Male,83.52,0.8362068965517242
18.85,Male,81.34,0.8913203835751168
49.0,Female,106.26,0.9521927348014304
53.84,Male,85.8,1.2602564102564102
22.01,Male,96.09,1.1251951295660318
18.0,Male,87.89,0.9344635339629082
34.91,Male,102.56,0.9448127925117004
43.26,Male,80.66,1.5773617654351602
56.09,Female,82.32,1.1952137998056367
57.1,Male,83.31,0.9408234305605568
37.74,Female,88.26,1.9397235440743257
20.26,Male,101.15,1.0384577360355909
23.05,Male,87.73,0.9303544967513964
18.0,Male,125.2,0.9425718849840256
39.16,Male,85.37,0.8891882394283706
24.92,Male,104.65,0.7655996177735308
25.91,Male,111.42,0.6424340333871836
57.66,Male,83.28,1.2167387127761766
50.06,Female,87.4,1.7643020594965673
36.83,Male,123.85,0.7089220831651191
44.04,Male,97.08,0.9645653069633292
43.99,Male,94.45,1.2512440444679724
31.85,Female,105.44,0.8192336874051593
59.08,Male,123.5,0.9536842105263158
45.07,Female,118.21,0.8158362236697403
50.82,Male,88.15,1.2722631877481565
29.09,Female,88.08,1.7434150772025432
42.15,Male,87.77,1.0309900877292923
24.0,Male,87.73,1.3556366123332952
39.69,Female,94.03,1.0897585876847815
19.21,Male,82.14,0.8926223520818114
32.26,Female,108.16,1.4607063609467457
37.76,Female,84.26,1.1646095418941371
28.11,Male,81.95,1.1782794386821231
28.0,Male,86.7,1.268396770472895
59.13,Female,88.67,0.8593661892410059
32.48,Male,102.71,0.868561970596826
21.27,Female,124.56,1.4032594733461785
32.09,Female,85.65,0.9228254524226503
40.03,Male,106.44,0.9162908680947012
57.13,Male,121.71,0.6435789992605374
56.34,Male,129.76,0.9135326757090012
55.06,Male,85.82,1.1803775343742715
36.04,Female,112.23,0.7120199590127416
29.07,Male,88.04,1.294070876874148
25.0,Male,82.57,1.174639699648783
27.25,Female,102.68,0.6301129723412544
36.08,Female,87.64,0.991442263806481
28.26,Female,101.76,0.8412932389937107
25.53,Female,125.66,0.5188604169982493
39.14,Female,107.05,0.7983185427370387
41.18,Male,101.17,1.1253335969160818
50.83,Female,88.45,1.2652345958168456
43.15,Male,83.08,1.3478574867597497
27.1,Female,107.92,0.9100259451445516
29.21,Male,87.97,1.2911219734000228
34.11,Male,115.57,0.8060915462490266
50.27,Female,80.53,1.0415994039488388
26.92,Female,102.3,0.6283479960899316
25.01,Male,88.03,1.2794501874361013
51.96,Female,116.39,0.8032477016925852
37.82,Female,123.33,0.7569934322549258
44.19,Female,124.96,0.8054577464788734
18.19,Female,83.37,0.9419455439606572
40.96,Male,94.57,1.509146663846886
32.09,Female,85.34,0.9281696742441996
47.2,Female,128.44,0.7563843039551542
31.64,Male,85.51,0.9356800374225236
38.71,Female,86.25,0.8824347826086957
49.75,Male,86.78,1.7600829684259047
34.96,Female,101.11,0.6944911482543764
44.76,Female,113.05,0.742061034940292
33.88,Male,124.1,0.6637389202256245
18.59,Female,82.46,0.8832161047780742
56.13,Male,84.7,1.250413223140496
19.81,Male,82.91,0.9864913761910508
31.79,Female,126.96,0.96471329552615
33.83,Male,111.49,0.8406135079379317
36.0,Male,95.74,1.3142886985585962
48.13,Male,83.36,1.1120441458733206
18.25,Female,126.3,0.9350752177355502
22.93,Male,114.86,0.938707992338499
30.17,Female,101.24,0.7676807585934413
38.2,Male,81.41,1.002948040781231
56.76,Female,107.54,1.1199553654454155
54.01,Female,83.18,2.209064679009377
22.17,Male,102.34,0.8974985342974399
44.28,Female,86.99,1.4083227957236466
25.16,Male,124.04,0.7400032247662045
30.7,Female,86.6,1.306581986143187
23.94,Male,87.97,0.7894736842105263
29.5,Female,94.66,1.1414536234946122
37.96,Female,84.08,1.1600856327307327
48.38,Female,87.09,1.597657595590768
58.7,Male,87.57,1.3304784743633666
33.99,Female,87.83,1.1250142320391667
22.01,Male,117.75,0.8376220806794055
18.0,Male,126.1,0.936558287073751
28.73,Female,120.24,0.8337491683300067
38.87,Female,85.03,0.8882747265670939
42.87,Male,94.53,1.1118163545964244
51.99,Male,84.92,1.286740461610928
45.9,Female,88.28,1.073516085183507
55.84,Male,107.59,1.1163676921646992
33.96,Male,124.85,0.6547056467761313
33.75,Male,102.72,0.9075155763239876
36.25,Female,111.77,0.706003399838955
55.55,Female,88.95,1.2867903316469926
26.38,Male,86.41,1.1761370211781044
41.28,Female,94.02,1.1531589023612
49.05,Female,105.83,0.9557781347444014
30.92,Female,80.14,1.516845520339406
37.18,Male,124.29,0.7117225842787029
30.21,Female,91.59,1.2232776503985152
22.68,Male,83.87,1.038511982830571
23.37,Female,87.08,0.9223702342673404
18.09,Female,82.64,0.954622458857696
37.78,Female,80.89,1.0117443441710965
26.32,Male,111.1,0.645994599459946
55.63,Female,117.83,0.7044046507680557
50.13,Female,80.81,1.0517262715010518
39.56,Male,82.28,1.171487603305785
29.05,Male,120.88,0.8243712772998015
46.0,Female,89.01,1.0654982586226267
58.15,Female,83.02,1.2165743194410985
34.21,Male,124.24,0.6659690920798454
29.15,Female,85.7,0.9122520420070012
33.77,Female,115.61,0.8002767926649943
54.54,Female,86.47,1.3650977217532092
42.92,Male,80.95,1.5699814700432366
20.24,Female,118.08,0.7273035230352303
56.17,Male,88.57,1.2899401603251666
32.2,Female,108.45,1.4684186260949743
24.81,Male,104.75,0.7627684964200477
41.74,Male,85.88,1.6930600838379135
28.03,Male,82.04,1.1778400780107263
28.72,Female,87.68,1.293111313868613
56.15,Male,89.81,1.2037635007237502
56.09,Male,129.28,0.9081837871287128
56.46,Female,96.48,0.851679104477612
38.16,Male,91.34,0.9912415152178672
20.95,Female,110.76,0.754785120982304
52.97,Female,84.38,1.1866556055937425
22.33,Male,106.78,0.7728975463569957
52.44,Female,105.08,1.1099162542824514
19.63,Male,118.05,0.7294366793731469
19.2,Female,85.96,1.461726384364821
37.84,Male,86.1,0.9801393728222996
28.91,Female,85.7,2.005017502917153
28.8,Male,87.1,1.292422502870264
23.16,Female,107.37,0.5759523144267487
55.65,Male,89.52,0.8794682752457552
50.99,Female,109.27,0.6518715109362131
46.03,Female,88.57,1.0706785593316022
26.21,Female,86.74,1.458150795480747
47.07,Male,86.8,1.073041474654378
49.12,Female,89.09,0.8170389493770345
46.94,Male,86.76,1.8517750115260487
55.9,Male,88.44,1.2845997286295794
21.88,Female,106.44,0.776869597895528
45.15,Male,81.05,1.1281924737816162
35.16,Male,97.15,1.0841996911991765
26.92,Male,80.58,0.9848597666914868
46.98,Male,88.14,1.4282958928976628
30.06,Female,114.37,0.8009967648858967
46.35,Male,103.91,0.6328553555961891
23.01,Male,83.16,0.858946608946609
46.94,Female,86.62,1.865735395982452
27.42,Male,84.39,0.7890745348974998
58.93,Male,86.74,0.9892783029744064
39.05,Male,93.65,0.8590496529631607
57.88,Female,82.65,1.2287961282516635
56.15,Male,109.45,0.97341251713111
42.81,Male,82.74,0.7499395697365241
40.6,Female,100.72,1.1389992057188243
57.26,Female,97.03,1.3446356796866947
31.56,Male,85.71,0.937813557344534
24.7,Female,95.67,1.0283265391449774
32.86,Male,116.6,0.8117495711835335
32.93,Male,113.55,0.8556583003082342
45.06,Female,84.06,1.2174637163930526
58.89,Female,86.96,1.001494940202392
56.87,Female,83.6,0.9466507177033492
44.3,Female,88.7,1.4614430665163471
45.76,Female,104.41,0.6308782683650992
47.69,Male,129.16,0.8384948900588417
47.48,Female,98.29,0.9633736901007224
20.17,Male,120.1,1.0926727726894254
33.04,Female,113.43,0.8551529577713126
51.89,Female,82.45,1.0682838083687085
29.28,Female,125.6,0.6041401273885351
32.08,Female,103.35,0.8613449443638123
50.04,Female,101.48,1.2295033504138746
53.04,Female,115.02,0.9207963832376976
50.8,Male,115.33,0.9638428856325328
51.73,Female,115.82,0.808236919357624
30.3,Male,90.06,1.121807683766378
52.0,Female,85.44,1.194756554307116
54.17,Female,85.79,1.2147103392003729
20.03,Male,83.25,1.1161561561561562
36.08,Male,83.23,1.181424966959029
53.2,Male,84.26,1.1889389983384762
42.92,Male,82.18,0.7607690435629106
49.8,Male,90.81,1.1261975553353154
19.51,Male,110.48,0.5547610427226647
56.0,Male,118.06,0.7020159241063866
48.31,Female,83.96,1.1043353978084802
18.0,Female,92.44,1.2100822154911297
41.91,Female,85.44,1.319756554307116
55.53,Female,118.61,0.703987859371048
51.12,Female,88.97,1.2614364392491852
30.05,Female,119.89,0.7536074735173909
19.79,Male,120.2,1.0997504159733775
35.13,Male,101.02,1.01969906949119
29.25,Female,121.43,0.8211315160998105
54.01,Male,114.67,1.082759222115636
55.44,Female,125.37,0.7583153864560899
22.02,Female,86.21,1.1647140702934695
54.19,Female,115.52,1.078601108033241
55.9,Male,106.81,1.1178728583465969
26.08,Female,124.83,0.529279820555956
48.1,Male,114.19,0.9866888519134775
27.0,Male,107.73,0.9109811565951916
45.98,Male,89.23,1.0614143225372632
20.29,Male,125.12,0.8962595907928389
44.06,Male,86.33,1.4210587281362217
36.08,Female,99.34,0.7931346889470505
41.39,Female,81.8,1.5491442542787286
38.67,Female,105.17,0.7018161072549206
54.91,Female,86.66,1.1792060927763677
38.0,Male,91.85,0.985302123026674
34.37,Male,87.75,1.1195441595441595
25.21,Female,87.64,1.293929712460064
49.2,Male,88.96,0.8096897482014389
35.88,Female,99.76,0.7878909382518042
46.71,Female,88.78,1.3944582113088533
26.88,Male,105.2,1.1606463878326996
56.12,Female,88.69,0.9889502762430938
36.03,Male,112.55,0.7042203465126611
45.0,Female,118.14,0.8208904689351617
56.47,Male,109.63,0.9623278299735474
54.09,Female,87.01,1.3619124238593263
45.65,Female,88.97,1.0681128470270878
46.91,Male,80.13,1.2790465493572944
46.09,Male,88.97,1.0666516803416883
22.99,Male,120.43,0.9304990450884332
31.88,Female,85.26,0.9244663382594416
45.01,Female,80.51,1.1347658675940877
47.72,Female,86.43,1.6129816036098574
42.76,Female,95.45,0.8702985856469355
